Date,garch_vol,regimes,ONGC,Reliance,BPCL,IndiGo,Maruti,Mahindra,Asian Paints,Pidilite,HUL,ITC,HDFC Bank,SBI,TCS,Infosys
2007-07-31,1.681857464371992,LOW,1.0999563148662794,2.4205615218212406,5.447978341505455,,-0.1536606475712965,-2.8913768744228574,3.348066575866304,-0.35715819937643944,-1.0528726966340773,2.1200421634495648,2.716336283156573,2.9023102327596195,1.7466701845715304,-0.5335939329908279
2007-08-01,1.6936404222832695,LOW,-3.2748089332436336,-5.056798173138322,-4.201671501639625,,-2.764798162287252,-4.871016196277922,-2.810719390730365,-3.799300292252894,-2.370001330715643,-2.309937323402622,-3.2691689521351486,-4.66791413425508,-3.55879473659656,-2.3433519209457687
2007-08-02,1.7673362932497567,LOW,-0.9156631427274631,0.15577496842542615,-0.536060395486937,,1.351670394304083,-2.5169781785439382,2.4506555194924617,3.2041985633215253,-0.12386561536946727,0.4489620786464865,-0.7706599306244177,2.890711474110641,-1.7934445698667423,-1.5703547675095075
2007-08-03,1.7001657080620445,LOW,0.9012978997751109,0.03332059798533127,0.6206625205348315,,2.2047365222033433,0.36992415218586316,1.6608507141407713,0.36097543209894223,1.8849041753584261,1.1620913470089311,0.22560333661441057,2.696503540248374,0.1597733899304732,0.9187875512763677
2007-08-06,1.6858326410530322,LOW,-1.5490619643569903,-1.1659252512572826,1.071198783088878,,-3.0270820312093383,0.20637887190171345,-1.2489755824429238,-0.755382785136749,-2.5803275283459715,1.6494720458767098,-1.9480534301141827,2.8213400366986496,0.23245217471499213,-2.6791497860582436
2007-08-07,2.1986704185336485,LOW,-0.17225437027642565,1.6880495262924677,1.6862221240742548,,-0.006082400166218527,-0.25744228339686925,1.6599633962494975,-0.724899726114614,1.5220909257974036,-3.2454472270377566,0.785885195864533,0.011872336738960598,0.8959202724705628,0.7049807464626578
2007-08-08,2.1130037568993973,LOW,2.1743770970932053,3.6045859335475328,2.2425899569088914,,1.424509798158513,1.7625275133668294,2.6325912225543924,-0.5111137754872708,1.5741924570745747,0.2695642318532032,2.6590008428392764,1.471387001683655,3.903389244355293,4.727313739702255
2007-08-09,2.049834329252868,LOW,-2.5335201588601586,-1.5809428822412985,-1.6681972822912394,,-1.1654237870699968,-0.24638490156653203,1.6397299758464712,-0.660555588995404,-1.1069938319392403,-2.0609393872175863,-1.3740046076372803,-3.295529779716244,-0.5986829165263052,-1.6774752928435332
2007-08-10,1.9899371314560823,LOW,-2.6975318386149416,-1.9910247212777787,-0.9896667549595173,,-2.0922725260858366,-2.4845721054970515,0.708097419859044,-0.591071350620942,-2.437806092612571,-0.3354650677904969,-2.1762833955665917,-2.6444992620360153,-0.1047565658458538,1.3260804917448965
2007-08-13,1.9028475400648284,LOW,0.09496605334962105,1.113838156284186,1.507222997278479,,2.8596011162162815,2.7564688119618985,3.7483585088131655,4.087719048733551,4.054059506613195,0.8567960275408293,0.455579236680137,0.3795876370121354,-0.8737146153330766,-0.5101953990194086
2007-08-14,1.8223911076994213,LOW,1.215849475392683,0.2104798919942974,1.5473856252241625,,-1.098838594863838,-1.5660295292958204,0.652287058371126,2.4900659866447628,-1.6907805121954445,0.12135698819328855,1.0566626782189337,0.13954720791649056,-0.37460967967933856,0.2820254343691486
2007-08-16,1.7417016971737431,LOW,-4.037242140104658,-5.128048716305333,-2.7089802502956895,,-3.654902473417554,-3.6753010546584752,-5.012178256270272,-4.295783352812754,-2.118647410492136,-4.484839812164654,-4.674778368913113,-5.841048980765995,-3.7380806543395817,-2.163229266682498
2007-08-17,1.859946980286424,LOW,-4.262117209586358,0.7963937283371525,-2.7052809334050076,,-1.8652698309795213,-0.4511563576061639,-1.4070661185515365,0.2943422693717057,-1.9607902398388277,-2.5698041984319575,-2.36746127691696,-0.11506244116390452,-2.927429821435412,-3.060466873065859
2007-08-20,1.8016771710294424,LOW,4.419948297750764,2.5728890023701156,0.9431149173047881,,0.6549812226261942,-1.2981042068570314,1.129846095333753,0.0733696095690961,3.0129796938312525,1.7909443493463684,4.007131401779018,2.004344789934609,-0.05678062471434764,-1.3669132404749762
2007-08-21,1.7474066566270383,LOW,-3.542618216225879,-2.844818852424591,-3.0122562819358434,,-2.0733871959067507,-4.350176348088919,0.23523619541760965,-3.44575390573183,-2.546634374687229,-2.6231578378577813,-0.6256203859873577,-5.57223894917751,-3.8179515956301646,-3.709271206924236
